"min","mean","max"
0.7001117942984908,1.101523197316937,1.2940190050307434
1.0229178311906093,1.150782560089436,1.2982112912241475
1.2325321408608163,1.4645053102291785,1.7887087758524318
1.6000558971492453,1.9658328675237562,2.230296254891001
1.873951928451649,1.943124650642817,2.0514253773057574
1.9354387926215764,2.103479597540525,2.2358859698155396
1.9172722191168252,2.062255449972051,2.18557853549469
2.101732811626607,2.204793180547792,2.2554499720514256
2.2652319731693686,2.381917272219117,2.5000000000000004
1.5539407490217998,1.695779765231973,1.878144214645053
1.545556176634992,1.757965343767468,2.069591950810509
1.4840693124650643,1.528088317495808,1.5888764673001676
1.3527110117384014,1.4655533817775301,1.6587479038569033
1.291224147568474,1.4124510899944112,1.661542761319173
1.2493012856344325,1.2817915036333156,1.3569032979318056
1.4645053102291785,1.4973448854108449,1.567915036333147
1.02012297372834,1.0882476243711574,1.1542761319172723
1.0033538289547232,1.0707797652319735,1.1682504192286194
0.9055338177752936,1.0051006148686423,1.1403018446059252
1.0075461151481275,1.1710452766908892,1.285634432643935
0.941866964784796,1.027110117384014,1.096981553940749
0.7504192286193405,0.9237003912800454,1.0606484069312465
0.9097261039686976,0.9761039686975971,1.0061486864169928
0.9432643935159307,1.078116266070431,1.155673560648407
